BenchmarkName "2-bit Bimodal Predictor" "2-level Adaptive Predictor" "Combined"
"compress95"  0.9741                    0.9627                       0.9795
"dijkstra"    0.9904                    0.9915                       0.9940
"go"          0.8168                    0.7590                       0.8237
"rijndael"    0.8475                    0.7803                       0.8350
"sha"         0.9585                    0.9580                       0.9587
